level	batch	reading_id	word	reading	meaning	han_viet
native_basic_drafts	batch_0641_0650	R_0642	誓約	せいやく	cam kết, pledge (trong ngữ cảnh quốc tế)	Thệ Ước
native_basic_drafts	batch_0641_0650	R_0642	誠実	せいじつ	thành thật, chân thành	Thành Thực
native_basic_drafts	batch_0641_0650	R_0642	顕在化	けんざいか	hiện hữu rõ ràng, trở nên hiện thực	Hiển Tại Hóa
native_basic_drafts	batch_0641_0650	R_0642	自明の理	じめいのり	điều hiển nhiên, lẽ tất yếu	Tự Minh Lí
native_basic_drafts	batch_0641_0650	R_0643	帰還	きかん	sự trở về, trở lại (thường dùng trong văn cảnh trang trọng hoặc mang tính biểu tượng)	Quy Hoàn
native_basic_drafts	batch_0641_0650	R_0643	境界線	きょうかいせん	ranh giới, đường phân chia	Cảnh Giới Tuyến
native_basic_drafts	batch_0641_0650	R_0643	副作用	ふくさよう	tác dụng phụ (thường dùng cho thuốc, ở đây dùng theo nghĩa ẩn dụ)	Phó Tác Dụng
native_basic_drafts	batch_0641_0650	R_0643	野生	やせい	hoang dã, tự nhiên chưa thuần hóa	Dã Sanh
native_basic_drafts	batch_0641_0650	R_0643	余白	よはく	khoảng trắng, lề trống (trong văn bản hoặc thơ — nghĩa rộng: không gian còn bỏ ngỏ)	Dư Bạch
native_basic_drafts	batch_0641_0650	R_0643	原型	げんけい	nguyên mẫu, hình mẫu gốc	Nguyên Hình
native_basic_drafts	batch_0641_0650	R_0643	普遍性	ふへんせい	tính phổ quát, đặc tính áp dụng được cho tất cả	Phổ Biến Tính
native_basic_drafts	batch_0641_0650	R_0643	二重性	にじゅうせい	tính lưỡng tính, tính hai mặt	Nhị Trọng Tính
native_basic_drafts	batch_0641_0650	R_0643	素朴	そぼく	thuần phác, giản dị, chưa bị phức tạp hóa	Tố Phác
native_basic_drafts	batch_0641_0650	R_0643	散文	さんぶん	văn xuôi (đối lập với 詩 = thơ)	Tán Văn
native_basic_drafts	batch_0641_0650	R_0643	滲み出る	にじみでる	thấm ra, rỉ ra (như mực thấm qua giấy — nghĩa bóng: hiện lộ dần)	Sấm Xuất
native_basic_drafts	batch_0641_0650	R_0643	橋渡し	はしわたし	bắc cầu, làm trung gian kết nối	Kiều Độ
native_basic_drafts	batch_0641_0650	R_0643	音読	おんどく	đọc to thành tiếng (đối lập với 黙読 = đọc thầm)	Âm Độc
native_basic_drafts	batch_0641_0650	R_0643	閉じこもる	とじこもる	khép kín trong, giam mình vào (không ra ngoài — cả nghĩa vật lý lẫn tâm lý)	Bế
native_basic_drafts	batch_0641_0650	R_0643	ひそかに	ひそかに	thầm lặng, âm thầm, không nói ra	
native_basic_drafts	batch_0641_0650	R_0644	ヤングケアラー	ヤングケアラー	người chăm sóc trẻ em — trẻ em/thanh thiếu niên đảm nhận vai trò chăm sóc người thân	
native_basic_drafts	batch_0641_0650	R_0644	実態調査	じったいちょうさ	khảo sát thực trạng, điều tra thực tế	Thực Thái Điều Tra
native_basic_drafts	batch_0641_0650	R_0644	諦観	ていかん	tâm lý chán chường, thái độ buông xuôi chấp nhận	Đế Quan
native_basic_drafts	batch_0641_0650	R_0644	密着取材	みっちゃくしゅざい	phóng sự bám sát, đưa tin theo dõi sát đối tượng	Mật Trứ Thủ Tài
native_basic_drafts	batch_0641_0650	R_0644	アルコール依存症	アルコールいぞんしょう	chứng nghiện rượu, alcohol dependency	Y Tồn Chứng
native_basic_drafts	batch_0641_0650	R_0644	精神疾患	せいしんしっかん	bệnh tâm thần, rối loạn tâm thần	Tinh Thần Tật Hoạn
native_basic_drafts	batch_0641_0650	R_0644	凝縮	ぎょうしゅく	cô đọng, nén chặt vào một điểm	Ngưng Súc
native_basic_drafts	batch_0641_0650	R_0644	孤立	こりつ	sự cô lập, bị tách biệt khỏi xã hội	Cô Lập
native_basic_drafts	batch_0641_0650	R_0644	難病	なんびょう	bệnh hiểm nghèo, bệnh khó chữa	Nan Bệnh
native_basic_drafts	batch_0641_0650	R_0644	認知症	にんちしょう	chứng sa sút trí tuệ, dementia	Nhận Tri Chứng
native_basic_drafts	batch_0641_0650	R_0644	核家族化	かくかぞくか	xu hướng gia đình hạt nhân hóa (chỉ bố mẹ + con)	Hạch Gia Tộc Hóa
native_basic_drafts	batch_0641_0650	R_0644	空隙	くうげき	khoảng trống, lỗ hổng (trong hệ thống)	Không Khích
native_basic_drafts	batch_0641_0650	R_0644	訪問看護	ほうもんかんご	điều dưỡng thăm khám tại nhà, home nursing	Phóng Vấn Khán Hộ
native_basic_drafts	batch_0641_0650	R_0644	慢性的	まんせいてき	mang tính mãn tính, kéo dài không dứt	Mạn Tính Đích
native_basic_drafts	batch_0641_0650	R_0644	疲弊	ひへい	kiệt sức, suy kiệt sức lực	Bì Tệ
native_basic_drafts	batch_0641_0650	R_0644	黎明期	れいめいき	giai đoạn bình minh, thời kỳ mới bắt đầu	Lê Minh Kì
native_basic_drafts	batch_0641_0650	R_0644	周知不足	しゅうちぶそく	thiếu phổ biến thông tin, nhận thức chưa rộng rãi	Chu Tri Bất Túc
native_basic_drafts	batch_0641_0650	R_0644	実効性	じっこうせい	tính hiệu quả thực tế, hiệu lực thực sự	Thực Hiệu Tính
native_basic_drafts	batch_0641_0650	R_0644	包括的	ほうかつてき	toàn diện, bao quát	Bao Quát Đích
native_basic_drafts	batch_0641_0650	R_0644	急務	きゅうむ	việc cấp bách, nhiệm vụ khẩn cấp	Cấp Vụ
native_basic_drafts	batch_0641_0650	R_0645	元号	げんごう	niên hiệu (hệ thống đặt tên thời đại của Nhật Bản)	Nguyên Hào
native_basic_drafts	batch_0641_0650	R_0645	陶酔感	とうすいかん	cảm giác ngây ngất, cảm giác say mê	Đào Túy Cảm
native_basic_drafts	batch_0641_0650	R_0645	国書	こくしょ	quốc thư, văn bản văn học thuần túy Nhật Bản	Quốc Thư
native_basic_drafts	batch_0641_0650	R_0645	典拠	てんきょ	điển tích, căn cứ tham chiếu kinh điển	Điển Cứ
native_basic_drafts	batch_0641_0650	R_0645	賛否両論	さんぴりょうろん	tranh luận sôi nổi tán thành lẫn phản đối	Tán Phủ Lưỡng Luận
native_basic_drafts	batch_0641_0650	R_0645	国粋主義	こくすいしゅぎ	chủ nghĩa quốc túy, chủ nghĩa dân tộc cực đoan	Quốc Túy Chủ Nghĩa
native_basic_drafts	batch_0641_0650	R_0645	喚起する	かんきする	khơi dậy, kêu gọi, thức tỉnh	Hoán Khởi
native_basic_drafts	batch_0641_0650	R_0645	高文化	こうぶんか	văn hóa cao cấp (nghệ thuật hàn lâm, văn học, kịch nghệ truyền thống)	Cao Văn Hóa
native_basic_drafts	batch_0641_0650	R_0645	乖離	かいり	sự phân ly, sự tách rời, khoảng cách ngày càng lớn	Quai Li
native_basic_drafts	batch_0641_0650	R_0645	粗雑	そざつ	thô thiển, sơ sài, không tinh tế	Thô Tạp
native_basic_drafts	batch_0641_0650	R_0645	浮世絵	うきよえ	tranh ukiyo-e (thể loại tranh mộc bản Nhật Bản thời Edo)	Phù Thế Hội
native_basic_drafts	batch_0641_0650	R_0645	台頭する	たいとうする	nổi lên, trỗi dậy (về thế lực, ảnh hưởng)	Thai Đầu
native_basic_drafts	batch_0641_0650	R_0645	橋渡し	はしわたし	cầu nối, vai trò trung gian	Kiều Độ
native_basic_drafts	batch_0641_0650	R_0645	純文学	じゅんぶんがく	văn học thuần túy (pure literature, phân biệt với văn học thương mại)	Thuần Văn Học
native_basic_drafts	batch_0641_0650	R_0645	芥川賞	あくたがわしょう	Giải Akutagawa (giải văn học danh giá nhất Nhật Bản)	Khối, khải Xuyên Thưởng
native_basic_drafts	batch_0641_0650	R_0645	渇望	かつぼう	khát khao, mong muốn mãnh liệt	Khát Vọng
native_basic_drafts	batch_0641_0650	R_0645	媒体	ばいたい	phương tiện truyền thông, môi trường truyền đạt	Môi Thể
native_basic_drafts	batch_0641_0650	R_0645	庶民	しょみん	thường dân, dân chúng bình thường	Thứ Dân
native_basic_drafts	batch_0641_0650	R_0645	連綿	れんめん	trải dài liên tục, không ngừng nghỉ (suốt chiều dài thời gian)	Liên Miên
native_basic_drafts	batch_0641_0650	R_0645	序章	じょしょう	phần mở đầu, lời tựa, màn dạo đầu	Tự Chương
native_basic_drafts	batch_0641_0650	R_0646	台所	だいどころ	nhà bếp	Thai Sở
native_basic_drafts	batch_0641_0650	R_0646	ほっとする	ほっとする	cảm thấy nhẹ nhõm, trút được gánh nặng	
native_basic_drafts	batch_0641_0650	R_0646	転々とする	てんてんとする	lang thang hết nơi này đến nơi khác	Chuyển
native_basic_drafts	batch_0641_0650	R_0646	行き着く	いきつく	đi đến cuối cùng, tìm đến được	Hành Trứ
native_basic_drafts	batch_0641_0650	R_0646	布団を敷く	ふとんをしく	trải đệm (để ngủ)	Bố Đoàn Phu
native_basic_drafts	batch_0641_0650	R_0646	心地よい	ここちよい	dễ chịu, thoải mái	Tâm Địa
native_basic_drafts	batch_0641_0650	R_0646	戸惑い	とまどい	sự ngại ngùng, bối rối, lúng túng	Hộ Hoặc
native_basic_drafts	batch_0641_0650	R_0646	直感する	ちょっかんする	linh cảm, cảm nhận trực giác	Trực Cảm
native_basic_drafts	batch_0641_0650	R_0646	磨かれる	みがかれる	được đánh bóng, được mài giũa	Ma
native_basic_drafts	batch_0641_0650	R_0646	ぴかぴか	ぴかぴか	sáng loáng, bóng bẩy (từ tượng thanh/tượng hình)	
native_basic_drafts	batch_0641_0650	R_0646	包丁	ほうちょう	dao bếp	Bao Đinh
native_basic_drafts	batch_0641_0650	R_0646	刻む	きざむ	thái nhỏ, băm nhỏ	Khắc
native_basic_drafts	batch_0641_0650	R_0646	しんとする	しんとする	yên tĩnh, im lặng hoàn toàn	
native_basic_drafts	batch_0641_0650	R_0646	残り香	のこりが	hương thơm còn lại, dư vị mùi hương	Tàn Hương
native_basic_drafts	batch_0641_0650	R_0646	漂う	ただよう	vấn vương, lơ lửng, lan tỏa trong không khí	Phiếu
native_basic_drafts	batch_0641_0650	R_0646	証	あかし	bằng chứng, dấu vết, chứng tích	Chứng
native_basic_drafts	batch_0641_0650	R_0646	付き合い方	つきあいかた	cách chung sống, cách đối phó	Phó Hợp Phương
native_basic_drafts	batch_0641_0650	R_0647	民本主義	みんぽんしゅぎ	dân bản chủ nghĩa (học thuyết của Yoshino Sakuzo: lấy lợi ích và ý chí của dân làm căn bản)	Dân Bản Chủ Nghĩa
native_basic_drafts	batch_0641_0650	R_0647	藩閥	はんばつ	phiên phiệt (phe nhóm xuất thân từ các phiên trước thời Minh Trị, nắm quyền lực chính trị)	Phiên Phiệt
native_basic_drafts	batch_0641_0650	R_0647	米騒動	こめそうどう	cuộc bạo loạn gạo (1918 — dân chúng nổi dậy phản đối giá gạo tăng vọt)	Mễ Tao Động
native_basic_drafts	batch_0641_0650	R_0647	政党内閣	せいとうないかく	nội các đảng phái (nội các do lãnh đạo đảng chiếm đa số Hạ nghị viện đứng đầu)	Chánh Đảng Nội Các
native_basic_drafts	batch_0641_0650	R_0647	平民宰相	へいみんさいしょう	thủ tướng bình dân (biệt danh của Hara Takashi — thủ tướng xuất thân bình dân đầu tiên)	Bình Dân Tể Tương
native_basic_drafts	batch_0641_0650	R_0647	治安維持法	ちあんいじほう	Luật Duy trì An ninh Trật tự (1925 — luật đàn áp các phong trào cộng sản và vô chính phủ)	Trì An Duy Trì Pháp
native_basic_drafts	batch_0641_0650	R_0647	普通選挙法	ふつうせんきょほう	Luật Bầu cử Phổ thông (1925 — trao quyền bầu cử cho nam giới từ 25 tuổi)	Phổ Thông Tuyển Cử Pháp
native_basic_drafts	batch_0641_0650	R_0647	国体	こくたい	quốc thể (bản chất và hình thức của nhà nước — đặc biệt chỉ chế độ Thiên Hoàng)	Quốc Thể
native_basic_drafts	batch_0641_0650	R_0647	部落解放運動	ぶらくかいほううんどう	phong trào giải phóng Buraku (phong trào chống kỳ thị tầng lớp bị phân biệt đối xử lịch sử)	Bộ Lạc Giải Phóng Vận Động
native_basic_drafts	batch_0641_0650	R_0647	財閥	ざいばつ	tài phiệt (các tập đoàn gia đình lớn như Mitsui, Mitsubishi kiểm soát kinh tế)	Tài Phiệt
native_basic_drafts	batch_0641_0650	R_0647	満洲事変	まんしゅうじへん	Sự biến Mãn Châu (1931 — Quan Đông quân Nhật tạo cớ chiếm Mãn Châu, mở đầu chủ nghĩa quân phiệt)	Mãn Châu Sự Biến
native_basic_drafts	batch_0641_0650	R_0647	軍国主義	ぐんこくしゅぎ	chủ nghĩa quân phiệt (hệ tư tưởng đặt quân sự và bành trướng lên hàng đầu)	Quân Quốc Chủ Nghĩa
native_basic_drafts	batch_0641_0650	R_0647	市民社会	しみんしゃかい	xã hội dân sự (civil society — lĩnh vực giữa nhà nước và cá nhân, nền tảng dân chủ)	Thị Dân Xã Hội
native_basic_drafts	batch_0641_0650	R_0647	中産階級	ちゅうさんかいきゅう	tầng lớp trung lưu	Trung Sản Giai Cấp
native_basic_drafts	batch_0641_0650	R_0647	表裏一体	ひょうりいったい	hai mặt một thể, gắn liền không thể tách rời	Biểu Lí Nhất Thể
native_basic_drafts	batch_0641_0650	R_0647	同時並行	どうじへいこう	đồng thời song song	Đồng Thì Tịnh Hành
native_basic_drafts	batch_0641_0650	R_0647	画期的	かっきてき	mang tính bước ngoặt, cách mạng, đột phá	Họa Kì Đích
native_basic_drafts	batch_0641_0650	R_0647	懸隔	けんかく	khoảng cách lớn, hố ngăn cách (giữa lý tưởng và thực tế)	Huyền Cách
native_basic_drafts	batch_0641_0650	R_0647	シニシズム	シニシズム	chủ nghĩa hoài nghi, cynicism (thái độ mất tin vào thể chế và chính trị)	
native_basic_drafts	batch_0641_0650	R_0647	ワシントン体制	ワシントンたいせい	hệ thống Washington (trật tự ngoại giao quốc tế sau Thế chiến I do Hội nghị Washington 1921-22 xác lập)	Thể Chế
native_basic_drafts	batch_0641_0650	R_0648	強迫観念	きょうはくかんねん	ám ảnh cưỡng bức, obsession	Cường Bách Quan Niệm
native_basic_drafts	batch_0641_0650	R_0648	粗雑	そざつ	thô sơ, cẩu thả, thiếu tinh tế	Thô Tạp
native_basic_drafts	batch_0641_0650	R_0648	幻覚	げんかく	ảo giác	Huyễn Giác
native_basic_drafts	batch_0641_0650	R_0648	幻聴	げんちょう	ảo thanh, nghe thấy âm thanh không có thật	Huyễn Thính
native_basic_drafts	batch_0641_0650	R_0648	外部化	がいぶか	ngoại hóa, biến điều bên trong thành biểu hiện bên ngoài	Ngoại Bộ Hóa
native_basic_drafts	batch_0641_0650	R_0648	結節点	けっせつてん	điểm nút, điểm giao nhau	Kết Tiết Điểm
native_basic_drafts	batch_0641_0650	R_0648	自己消滅	じこしょうめつ	tự xóa mình, self-obliteration	Tự Kỉ Tiêu Diệt
native_basic_drafts	batch_0641_0650	R_0648	結晶する	けっしょうする	kết tinh, đúc kết thành hình thức rõ ràng	Kết Tinh
native_basic_drafts	batch_0641_0650	R_0648	精神疾患	せいしんしっかん	bệnh tâm thần, rối loạn tâm lý	Tinh Thần Tật Hoạn
native_basic_drafts	batch_0641_0650	R_0648	稀有	けう	hiếm có, hy hữu	Hi Hữu
native_basic_drafts	batch_0641_0650	R_0648	病理	びょうり	bệnh lý, cơ chế của bệnh	Bệnh Lí
native_basic_drafts	batch_0641_0650	R_0648	始原	しげん	nguồn gốc căn nguyên, khởi thủy	Thủy Nguyên
native_basic_drafts	batch_0641_0650	R_0648	撹乱	かくらん	khuấy động, làm rối loạn	Giác Loạn
native_basic_drafts	batch_0641_0650	R_0648	スーパーフラット	スーパーフラット	Superflat — phong trào nghệ thuật của Murakami Takashi	
native_basic_drafts	batch_0641_0650	R_0648	交錯する	こうさくする	giao thoa, đan xen nhau	Giao Thác
native_basic_drafts	batch_0641_0650	R_0648	批評的視座	ひひょうてきしざ	tư thế phê bình, điểm nhìn phân tích	Phê Bình Đích Thị Tọa
native_basic_drafts	batch_0641_0650	R_0648	執拗	しつよう	dai dẳng, không ngừng, nhất mực	Chấp Áo
native_basic_drafts	batch_0641_0650	R_0648	根源的衝動	こんげんてきしょうどう	xung động căn nguyên, thôi thúc từ gốc rễ sâu xa	Căn Nguyên Đích Xung Động
native_basic_drafts	batch_0641_0650	R_0649	大台を突破する	おおだいをとっぱする	phá vỡ ngưỡng tâm lý lớn (thuật ngữ tài chính: mức giá tròn quan trọng)	Đại Thai Đột Phá
native_basic_drafts	batch_0641_0650	R_0649	構造的脆弱性	こうぞうてきぜいじゃくせい	điểm yếu mang tính cấu trúc, dễ tổn thương về mặt cấu trúc	Cấu Tạo Đích Thúy Nhược Tính
native_basic_drafts	batch_0641_0650	R_0649	浮き彫りにする	うきぼりにする	phơi bày, làm nổi bật, khắc nổi (làm rõ điều vốn ẩn)	Phù Điêu
native_basic_drafts	batch_0641_0650	R_0649	金利差	きんりさ	chênh lệch lãi suất (giữa hai quốc gia/thị trường)	Kim Lợi Soa
native_basic_drafts	batch_0641_0650	R_0649	価格転嫁	かかくてんか	chuyển giá, đẩy chi phí sang giá bán (cho người tiêu dùng chịu)	Giá Cách Chuyển Giá
native_basic_drafts	batch_0641_0650	R_0649	実質購買力	じっしつこうばいりょく	sức mua thực tế (đã điều chỉnh lạm phát)	Thực Chất Cấu Mãi Lực
native_basic_drafts	batch_0641_0650	R_0649	インバウンド需要	インバウンドじゅよう	nhu cầu du lịch inbound, nhu cầu từ khách nước ngoài vào Nhật	Nhu Yếu
native_basic_drafts	batch_0641_0650	R_0649	稼働率	かどうりつ	tỷ lệ hoạt động, tỷ lệ lấp đầy (khách sạn, nhà máy)	Giá Động Suất
native_basic_drafts	batch_0641_0650	R_0649	客室単価	きゃくしつたんか	đơn giá phòng khách sạn (revenue per available room)	Khách Thất Đơn Giá
native_basic_drafts	batch_0641_0650	R_0649	牽引する	けんいんする	dẫn dắt, kéo theo, làm động lực chính	Khiên Dẫn
native_basic_drafts	batch_0641_0650	R_0649	国内回帰	こくないかいき	hồi hương trong nước, reshoring — xu hướng đưa sản xuất trở lại Nhật	Quốc Nội Hồi Quy
native_basic_drafts	batch_0641_0650	R_0649	設備投資	せつびとうし	đầu tư cơ sở vật chất, capital expenditure (capex)	Thiết Bị Đầu Tư
native_basic_drafts	batch_0641_0650	R_0649	顕在化する	けんざいかする	trở nên rõ ràng, hiển thị, hiện hữu (điều vốn tiềm ẩn nay lộ ra)	Hiển Tại Hóa
native_basic_drafts	batch_0641_0650	R_0649	金融正常化	きんゆうせいじょうか	bình thường hóa tài chính, policy normalization (thoát khỏi nới lỏng bất thường)	Kim Dung Chánh Thường Hóa
native_basic_drafts	batch_0641_0650	R_0649	乖離する	かいりする	lệch khỏi, đi ngược, diverge (kỳ vọng và thực tế không khớp)	Quai Li
native_basic_drafts	batch_0641_0650	R_0649	持続性	じぞくせい	tính bền vững, khả năng duy trì	Trì Tục Tính
native_basic_drafts	batch_0641_0650	R_0649	エネルギー安全保障	エネルギーあんぜんほしょう	an ninh năng lượng, energy security	An Toàn Bảo Chướng
native_basic_drafts	batch_0641_0650	R_0649	脱炭素化	だつたんそか	giảm carbon, phi carbon hóa, decarbonization	Thoát Thán Tố Hóa
native_basic_drafts	batch_0641_0650	R_0649	投資余力	とうしよりょく	dư lực đầu tư, năng lực đầu tư còn lại	Đầu Tư Dư Lực
native_basic_drafts	batch_0641_0650	R_0649	触媒	しょくばい	chất xúc tác (nghĩa gốc: hóa học; nghĩa ẩn dụ: nhân tố thúc đẩy thay đổi)	Xúc Môi
native_basic_drafts	batch_0641_0650	R_0649	政策立案者	せいさくりつあんしゃ	nhà hoạch định chính sách, policy maker	Chánh Sách Lập Án Giả
native_basic_drafts	batch_0641_0650	R_0650	多能性幹細胞	たのうせいかんさいぼう	tế bào gốc vạn năng, tế bào gốc đa tiềm năng	Đa Năng Tính Cán Tế Bào
native_basic_drafts	batch_0641_0650	R_0650	分化	ぶんか	biệt hóa (tế bào phát triển thành loại chuyên biệt)	Phân Hóa
native_basic_drafts	batch_0641_0650	R_0650	再生医療	さいせいいりょう	y học tái tạo, y học phục hồi chức năng tế bào	Tái Sanh Y Liệu
native_basic_drafts	batch_0641_0650	R_0650	不可逆的	ふかぎゃくてき	không thể đảo ngược, một chiều	Bất Khả Nghịch Đích
native_basic_drafts	batch_0641_0650	R_0650	初期化	しょきか	khởi tạo lại, reset về trạng thái ban đầu	Sơ Kì Hóa
native_basic_drafts	batch_0641_0650	R_0650	胚性幹細胞	はいせいかんさいぼう	tế bào gốc phôi thai (ES cell)	Phôi Tính Cán Tế Bào
native_basic_drafts	batch_0641_0650	R_0650	受精卵	じゅせいらん	trứng đã thụ tinh, hợp tử	Thụ Tinh Noãn
native_basic_drafts	batch_0641_0650	R_0650	生殖細胞系列	せいしょくさいぼうけいれつ	dòng mầm sinh dục, germline	Sanh Thực Tế Bào Hệ Liệt
native_basic_drafts	batch_0641_0650	R_0650	加齢黄斑変性	かれいおうはんへんせい	bệnh thoái hóa điểm vàng tuổi già (AMD)	Gia Linh Hoàng Ban Biến Tính
native_basic_drafts	batch_0641_0650	R_0650	網膜色素上皮細胞	もうまくしきそじょうひさいぼう	tế bào biểu mô sắc tố võng mạc (RPE cell)	Võng Mạc Sắc Tố Thượng Bì Tế Bào
native_basic_drafts	batch_0641_0650	R_0650	他家移植	たかいしょく	ghép đồng loại, cấy từ người hiến tặng khác	Tha Gia Di Thực
native_basic_drafts	batch_0641_0650	R_0650	免疫拒絶	めんえききょぜつ	thải ghép miễn dịch, phản ứng từ chối của hệ miễn dịch	Miễn Dịch Cự Tuyệt
native_basic_drafts	batch_0641_0650	R_0650	ヒト白血球抗原	ヒトはっけっきゅうこうげん	kháng nguyên bạch cầu người (HLA)	Bạch Huyết Cầu Kháng Nguyên
native_basic_drafts	batch_0641_0650	R_0650	創薬	そうやく	phát triển thuốc mới, nghiên cứu tạo ra dược phẩm	Sang Dược
native_basic_drafts	batch_0641_0650	R_0650	スクリーニング	スクリーニング	sàng lọc (screening — tìm kiếm hợp chất có tác dụng)	
native_basic_drafts	batch_0641_0650	R_0650	筋萎縮性側索硬化症	きんいしゅくせいそくさくこうかしょう	bệnh xơ cứng teo cơ một bên (ALS / bệnh Lou Gehrig)	Cân Nuy, li Súc Tính Trắc Tác Ngạnh Hóa Chứng
native_basic_drafts	batch_0641_0650	R_0650	難治性疾患	なんじせいしっかん	bệnh nan y, bệnh khó chữa	Nan Trì Tính Tật Hoạn
native_basic_drafts	batch_0641_0650	R_0650	パラダイム	パラダイム	mô hình tư duy, paradigm khoa học	
native_basic_drafts	batch_0641_0650	R_0650	逸話	いつわ	giai thoại, câu chuyện ít người biết	Dật Thoại
native_basic_drafts	batch_0641_0650	R_0650	査読	さどく	phản biện đồng nghiệp, peer review trong khoa học	Tra Độc
native_basic_drafts	batch_0651_0660	R_0651	不滅の刻印	ふめつのこくいん	dấu ấn bất diệt, vết khắc vĩnh cửu	Bất Diệt Khắc Ấn
native_basic_drafts	batch_0651_0660	R_0651	美学的核心	びがくてきかくしん	cái lõi thẩm mỹ, trung tâm mỹ học	Mĩ Học Đích Hạch Tâm
native_basic_drafts	batch_0651_0660	R_0651	詩的倒置	してきとうち	đảo ngữ thơ ca, sự đảo trật tự theo lối thơ	Thi Đích Đảo Trí
native_basic_drafts	batch_0651_0660	R_0651	逆説	ぎゃくせつ	nghịch lý, paradox	Nghịch Thuyết
native_basic_drafts	batch_0651_0660	R_0651	幻影	げんえい	ảo ảnh, hình bóng hư ảo	Huyễn Ảnh
